number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_units_layer_0,params_hidden_units_layer_1,params_hidden_units_layer_2,params_hidden_units_layer_3,params_hidden_units_layer_4,params_hidden_units_layer_5,params_hidden_units_layer_6,params_hidden_units_layer_7,params_hidden_units_layer_8,params_hidden_units_layer_9,params_lr,params_n_layers,params_use_residual,state
31,0.2336607347753806,2025-11-30 17:28:52.508014,2025-11-30 17:29:28.434344,0 days 00:00:35.926330,relu,0.15606045200766872,64,2048.0,2048.0,64.0,32.0,32.0,512.0,256.0,1024.0,1024.0,0.0005051226342969872,10,True,COMPLETE
32,0.22539680453203736,2025-11-30 17:29:28.434805,2025-11-30 17:30:02.658514,0 days 00:00:34.223709,relu,0.10643317610507799,64,2048.0,2048.0,64.0,32.0,32.0,512.0,256.0,1024.0,,0.0005988714226475199,9,True,COMPLETE
33,0.5625424298633348,2025-11-30 17:30:02.659473,2025-11-30 17:30:03.303106,0 days 00:00:00.643633,relu,0.0912884046398431,64,32.0,2048.0,64.0,32.0,32.0,512.0,256.0,1024.0,,0.000910703167193678,9,True,PRUNED
34,0.2393903440266047,2025-11-30 17:30:03.303700,2025-11-30 17:30:45.845248,0 days 00:00:42.541548,relu,0.06827784819529584,64,2048.0,1024.0,64.0,512.0,2048.0,2048.0,128.0,1024.0,,0.000647250208609677,9,True,COMPLETE
35,0.36483749534177407,2025-11-30 17:30:45.849231,2025-11-30 17:30:49.510176,0 days 00:00:03.660945,leaky_relu,0.26667966483509764,256,512.0,512.0,2048.0,32.0,32.0,64.0,512.0,,,0.001003194979426105,8,True,PRUNED
36,0.8738749436427302,2025-11-30 17:30:49.510610,2025-11-30 17:30:49.974624,0 days 00:00:00.464014,tanh,0.29235435699564416,32,128.0,32.0,64.0,32.0,32.0,128.0,,,,0.0033313347157485616,7,False,PRUNED
37,0.23651773238096324,2025-11-30 17:30:49.977625,2025-11-30 17:31:35.477611,0 days 00:00:45.499986,relu,0.10140852684547975,512,2048.0,2048.0,1024.0,512.0,32.0,512.0,1024.0,64.0,,0.0007738331840972299,9,True,COMPLETE
38,0.5817617941714756,2025-11-30 17:31:35.478148,2025-11-30 17:31:36.180985,0 days 00:00:00.702837,relu,0.39560508228278374,64,256.0,128.0,2048.0,1024.0,32.0,512.0,,,,0.0013254457148259196,7,True,PRUNED
39,0.8624705572902008,2025-11-30 17:31:36.181399,2025-11-30 17:31:36.706127,0 days 00:00:00.524728,tanh,0.05111269036833052,64,32.0,1024.0,128.0,64.0,64.0,512.0,32.0,256.0,32.0,0.0006009222511110895,10,False,PRUNED
40,0.8821719971625125,2025-11-30 17:31:36.706502,2025-11-30 17:31:37.107895,0 days 00:00:00.401393,relu,0.22012808222570618,32,,,,,,,,,,0.0010709863402892088,1,True,PRUNED
41,0.2335239864786508,2025-11-30 17:31:37.108260,2025-11-30 17:32:13.074115,0 days 00:00:35.965855,relu,0.16403275122740327,64,2048.0,2048.0,64.0,32.0,32.0,512.0,256.0,1024.0,128.0,0.0005575429527744109,10,True,COMPLETE
42,0.23279482086516345,2025-11-30 17:32:13.074741,2025-11-30 17:32:50.636815,0 days 00:00:37.562074,relu,0.15943053538569568,64,2048.0,2048.0,64.0,32.0,1024.0,512.0,256.0,1024.0,128.0,0.0005869474789880751,10,True,COMPLETE
43,0.3123461728699242,2025-11-30 17:32:50.637459,2025-11-30 17:32:59.881324,0 days 00:00:09.243865,relu,0.11583886452382486,64,2048.0,2048.0,512.0,32.0,1024.0,512.0,256.0,1024.0,,0.0007415317804147598,9,True,PRUNED
44,0.5810393191604502,2025-11-30 17:32:59.881736,2025-11-30 17:33:00.778327,0 days 00:00:00.896591,relu,0.4992682327877372,64,2048.0,2048.0,64.0,32.0,1024.0,512.0,256.0,32.0,256.0,0.0006154424809972781,10,True,PRUNED
45,0.5630472716088272,2025-11-30 17:33:00.778724,2025-11-30 17:33:01.440393,0 days 00:00:00.661669,relu,0.14844311930170995,256,256.0,256.0,64.0,2048.0,1024.0,256.0,256.0,,,0.0008340894821591514,8,True,PRUNED
46,0.23041754114607663,2025-11-30 17:33:01.441222,2025-11-30 17:33:38.529325,0 days 00:00:37.088103,relu,0.2322263857078009,128,2048.0,2048.0,256.0,256.0,1024.0,512.0,256.0,512.0,,0.0005869450019538382,9,True,COMPLETE
47,0.8820121552970915,2025-11-30 17:33:38.530144,2025-11-30 17:33:39.025810,0 days 00:00:00.495666,tanh,0.31573563986537834,128,64.0,512.0,256.0,256.0,1024.0,,,,,0.0007130296174442767,6,False,PRUNED
48,0.5690548462698266,2025-11-30 17:33:39.026233,2025-11-30 17:33:39.687333,0 days 00:00:00.661100,leaky_relu,0.22803023243671572,128,1024.0,32.0,256.0,256.0,2048.0,512.0,256.0,,,0.0012847112416118286,8,True,PRUNED
49,0.3175593906422864,2025-11-30 17:33:39.687683,2025-11-30 17:33:46.833831,0 days 00:00:07.146148,relu,0.2881828068507607,128,2048.0,2048.0,256.0,256.0,128.0,32.0,512.0,512.0,,0.000580690786753689,9,True,PRUNED
50,0.7369861288556897,2025-11-30 17:33:46.834430,2025-11-30 17:33:47.403861,0 days 00:00:00.569431,relu,0.3398925307560342,1024,2048.0,128.0,32.0,,,,,,,0.005906542392937388,4,True,PRUNED
51,0.35366638954583046,2025-11-30 17:33:47.404379,2025-11-30 17:33:53.074740,0 days 00:00:05.670361,relu,0.20128698956826754,128,2048.0,2048.0,256.0,2048.0,1024.0,512.0,256.0,512.0,128.0,0.0005740526049702684,10,True,PRUNED
52,0.6216783787852643,2025-11-30 17:33:53.075131,2025-11-30 17:33:53.932386,0 days 00:00:00.857255,relu,0.17316579550393185,64,2048.0,2048.0,1024.0,128.0,1024.0,512.0,256.0,128.0,,0.0018872031509323945,9,True,PRUNED
53,0.2621844359071658,2025-11-30 17:33:53.932711,2025-11-30 17:34:23.266420,0 days 00:00:29.333709,relu,0.2451716692264839,2048,2048.0,2048.0,512.0,256.0,1024.0,512.0,256.0,2048.0,64.0,0.0006482453991599967,10,True,PRUNED
54,0.5776743155366048,2025-11-30 17:34:23.267079,2025-11-30 17:34:24.027017,0 days 00:00:00.759938,relu,0.1116286584492596,512,128.0,2048.0,32.0,512.0,512.0,1024.0,256.0,512.0,2048.0,0.0008407932308335661,10,True,PRUNED
55,0.23150177952197684,2025-11-30 17:34:24.028384,2025-11-30 17:34:58.352287,0 days 00:00:34.323903,relu,0.0048978894484612845,64,512.0,2048.0,256.0,2048.0,256.0,512.0,256.0,,,0.0005440203111885469,8,True,COMPLETE
56,0.23514410341444192,2025-11-30 17:34:58.354721,2025-11-30 17:35:29.571324,0 days 00:00:31.216603,relu,0.028576937893451598,64,512.0,64.0,256.0,2048.0,256.0,128.0,256.0,,,0.0005313125225982718,8,True,COMPLETE
57,0.8099213045067583,2025-11-30 17:35:29.572059,2025-11-30 17:35:30.078278,0 days 00:00:00.506219,relu,0.03202939805555968,32,32.0,2048.0,256.0,2048.0,256.0,2048.0,,,,0.008467084744848322,7,False,PRUNED
58,3.766102490627869,2025-11-30 17:35:30.078767,2025-11-30 17:35:30.877158,0 days 00:00:00.798391,leaky_relu,0.06655476998478016,64,512.0,2048.0,256.0,2048.0,256.0,512.0,1024.0,64.0,,0.0027996485415077437,9,True,PRUNED
59,0.24205261764577812,2025-11-30 17:35:30.878058,2025-11-30 17:36:03.297923,0 days 00:00:32.419865,relu,0.011431734011078405,128,512.0,2048.0,128.0,2048.0,32.0,64.0,128.0,,,0.0007269932692852088,8,True,COMPLETE
60,0.5464457025330238,2025-11-30 17:36:03.298476,2025-11-30 17:36:03.886842,0 days 00:00:00.588366,relu,0.2757181274911003,64,512.0,256.0,256.0,2048.0,32.0,256.0,,,,0.0005409442381641999,7,True,PRUNED
61,0.34103237338063075,2025-11-30 17:36:03.887360,2025-11-30 17:36:08.890522,0 days 00:00:05.003162,relu,0.1776654569095951,64,2048.0,2048.0,64.0,32.0,256.0,512.0,256.0,1024.0,,0.0006038212440874832,9,True,PRUNED
62,0.2241190811443813,2025-11-30 17:36:08.891077,2025-11-30 17:36:59.567990,0 days 00:00:50.676913,relu,0.132842017144451,64,2048.0,2048.0,2048.0,1024.0,1024.0,512.0,256.0,64.0,128.0,0.0006510847018485152,10,True,COMPLETE
63,0.2295511274464367,2025-11-30 17:36:59.568561,2025-11-30 17:37:46.434079,0 days 00:00:46.865518,relu,0.1267048846459882,64,2048.0,2048.0,2048.0,1024.0,32.0,512.0,256.0,64.0,,0.0006719562791364535,9,True,COMPLETE
64,0.4093755711227031,2025-11-30 17:37:46.434588,2025-11-30 17:37:48.841785,0 days 00:00:02.407197,relu,0.133196226340882,64,256.0,2048.0,2048.0,1024.0,32.0,512.0,32.0,,,0.0006749362726178752,8,True,PRUNED
65,0.22708110683736524,2025-11-30 17:37:48.842262,2025-11-30 17:38:42.890793,0 days 00:00:54.048531,relu,0.0775306873503835,1024,2048.0,2048.0,2048.0,1024.0,64.0,512.0,256.0,64.0,,0.0007842491653402846,9,True,COMPLETE
66,0.6757975940803204,2025-11-30 17:38:42.891474,2025-11-30 17:38:44.171459,0 days 00:00:01.279985,relu,0.0697800981011528,1024,2048.0,2048.0,2048.0,1024.0,64.0,512.0,2048.0,64.0,,0.0009639573671884463,9,True,PRUNED
67,0.4646199050969999,2025-11-30 17:38:44.171884,2025-11-30 17:38:45.638304,0 days 00:00:01.466420,relu,0.05104763483576517,1024,64.0,1024.0,2048.0,1024.0,64.0,,,,,0.0007958014378485151,6,True,PRUNED
68,70.33872034384783,2025-11-30 17:38:45.638703,2025-11-30 17:38:46.439115,0 days 00:00:00.800412,relu,0.08729594423459237,1024,2048.0,32.0,2048.0,1024.0,64.0,32.0,256.0,,,0.004416374868799594,8,True,PRUNED
69,0.5682927467289903,2025-11-30 17:38:46.439514,2025-11-30 17:38:47.470756,0 days 00:00:01.031242,tanh,0.0037786760599076707,1024,1024.0,2048.0,2048.0,1024.0,128.0,512.0,64.0,64.0,,0.0008699677022162686,9,True,PRUNED
70,0.5838605416660861,2025-11-30 17:38:47.471276,2025-11-30 17:38:48.062151,0 days 00:00:00.590875,relu,0.10010992464993038,256,512.0,128.0,2048.0,1024.0,512.0,512.0,256.0,64.0,,0.001106289667433273,9,False,PRUNED
71,0.5503547846173947,2025-11-30 17:38:48.062523,2025-11-30 17:38:49.040516,0 days 00:00:00.977993,relu,0.14016811072857904,64,2048.0,2048.0,2048.0,1024.0,32.0,512.0,256.0,64.0,,0.0006450505438878495,9,True,PRUNED
72,0.5573457974837299,2025-11-30 17:38:49.041010,2025-11-30 17:38:50.490918,0 days 00:00:01.449908,relu,0.12825388063805163,2048,2048.0,2048.0,2048.0,1024.0,2048.0,512.0,256.0,64.0,256.0,0.0007202336831048389,10,True,PRUNED
73,0.5501428122862918,2025-11-30 17:38:50.494091,2025-11-30 17:38:51.396833,0 days 00:00:00.902742,relu,0.2005410224303921,64,2048.0,2048.0,2048.0,512.0,32.0,1024.0,256.0,,,0.0005339048254255531,8,True,PRUNED
74,0.5263071805396341,2025-11-30 17:38:51.397199,2025-11-30 17:38:52.075676,0 days 00:00:00.678477,relu,0.07830614427526211,64,2048.0,64.0,256.0,64.0,64.0,512.0,256.0,64.0,,0.0005014525439073279,9,True,PRUNED
75,0.5538761867689033,2025-11-30 17:38:52.076022,2025-11-30 17:38:53.029123,0 days 00:00:00.953101,relu,0.033468207524515736,512,128.0,2048.0,2048.0,1024.0,32.0,128.0,512.0,512.0,2048.0,0.0007720753383757927,10,True,PRUNED
76,0.5538181673151408,2025-11-30 17:38:53.029670,2025-11-30 17:38:53.946121,0 days 00:00:00.916451,leaky_relu,0.14737935013887174,64,2048.0,512.0,256.0,128.0,256.0,2048.0,2048.0,64.0,,0.0006266084012337791,9,True,PRUNED
77,0.5390202666352863,2025-11-30 17:38:53.946509,2025-11-30 17:38:54.933067,0 days 00:00:00.986558,relu,0.1039983433162103,64,2048.0,2048.0,512.0,512.0,1024.0,64.0,1024.0,2048.0,32.0,0.0006851125277011169,10,True,PRUNED
78,0.23351900705404505,2025-11-30 17:38:54.933507,2025-11-30 17:39:34.389272,0 days 00:00:39.455765,relu,0.06015095633224801,128,2048.0,2048.0,1024.0,256.0,32.0,512.0,128.0,,,0.0005521009774203056,8,True,COMPLETE
79,0.6231476606665995,2025-11-30 17:39:34.389883,2025-11-30 17:39:34.932906,0 days 00:00:00.543023,tanh,0.12159710224863149,1024,32.0,2048.0,128.0,1024.0,,,,,,0.0009194532524264617,5,True,PRUNED
80,0.5523092465040571,2025-11-30 17:39:34.933290,2025-11-30 17:39:35.610401,0 days 00:00:00.677111,relu,0.22938383013957947,32,2048.0,256.0,256.0,1024.0,32.0,512.0,64.0,,,0.0007773105193413814,8,True,PRUNED
81,0.5663802501563671,2025-11-30 17:39:35.610838,2025-11-30 17:39:36.340904,0 days 00:00:00.730066,relu,0.26175064057840813,64,2048.0,2048.0,32.0,2048.0,32.0,512.0,256.0,64.0,64.0,0.0006009467088622591,10,True,PRUNED
82,0.5255637306894185,2025-11-30 17:39:36.341375,2025-11-30 17:39:37.104024,0 days 00:00:00.762649,relu,0.21443435567175542,64,2048.0,2048.0,32.0,2048.0,32.0,512.0,256.0,64.0,512.0,0.0005518350067333305,10,True,PRUNED
83,0.5522301040064943,2025-11-30 17:39:37.104501,2025-11-30 17:39:37.865897,0 days 00:00:00.761396,relu,0.30014611698722227,64,2048.0,2048.0,64.0,2048.0,32.0,512.0,256.0,64.0,,0.000670263571725045,9,True,PRUNED
84,0.5476664632136408,2025-11-30 17:39:37.866537,2025-11-30 17:39:38.779721,0 days 00:00:00.913184,relu,0.28217788220135986,64,2048.0,2048.0,2048.0,64.0,1024.0,512.0,32.0,256.0,128.0,0.0005042932791884093,10,True,PRUNED
85,0.8875057781274762,2025-11-30 17:39:38.780283,2025-11-30 17:39:39.441262,0 days 00:00:00.660979,relu,0.2484456249255896,64,64.0,1024.0,32.0,256.0,64.0,512.0,256.0,64.0,,0.0006197859096614633,9,False,PRUNED
86,0.5266429156172167,2025-11-30 17:39:39.441625,2025-11-30 17:39:40.203029,0 days 00:00:00.761404,relu,0.18864022996086388,256,1024.0,2048.0,64.0,512.0,128.0,256.0,256.0,128.0,1024.0,0.0005794442745867362,10,True,PRUNED
87,0.5614990453173349,2025-11-30 17:39:40.203421,2025-11-30 17:39:40.868352,0 days 00:00:00.664931,relu,0.23513380422910976,64,2048.0,32.0,256.0,2048.0,32.0,512.0,256.0,32.0,,0.0007193121390541255,9,True,PRUNED
88,0.23569433234422385,2025-11-30 17:39:40.868756,2025-11-30 17:40:18.922830,0 days 00:00:38.054074,leaky_relu,0.0931377121084537,128,256.0,2048.0,2048.0,128.0,2048.0,32.0,256.0,64.0,1024.0,0.0005318763081212868,10,True,COMPLETE
89,0.5352175927626196,2025-11-30 17:40:18.923403,2025-11-30 17:40:19.586928,0 days 00:00:00.663525,relu,0.1715303117342579,2048,512.0,128.0,256.0,256.0,1024.0,512.0,,,,0.0008567110184260916,7,True,PRUNED
90,0.5280579426448996,2025-11-30 17:40:19.587321,2025-11-30 17:40:20.325367,0 days 00:00:00.738046,relu,0.10923885809289713,64,2048.0,512.0,64.0,2048.0,256.0,512.0,256.0,512.0,,0.000633744271563587,9,True,PRUNED
91,0.528022757110168,2025-11-30 17:40:20.325713,2025-11-30 17:40:21.115356,0 days 00:00:00.789643,relu,0.15705722942328315,64,2048.0,2048.0,64.0,32.0,1024.0,512.0,256.0,1024.0,128.0,0.000607149235664908,10,True,PRUNED
92,0.541658871239932,2025-11-30 17:40:21.115870,2025-11-30 17:40:21.913635,0 days 00:00:00.797765,relu,0.20213631237794413,64,2048.0,2048.0,64.0,32.0,1024.0,512.0,256.0,1024.0,128.0,0.0005702262894893473,10,True,PRUNED
93,0.5353419070947945,2025-11-30 17:40:21.914035,2025-11-30 17:40:22.731251,0 days 00:00:00.817216,relu,0.14744126837452132,64,2048.0,2048.0,64.0,32.0,1024.0,512.0,256.0,1024.0,128.0,0.0006840343949243926,10,True,PRUNED
94,0.5317150534636782,2025-11-30 17:40:22.731712,2025-11-30 17:40:23.776009,0 days 00:00:01.044297,relu,0.16211403383505615,64,2048.0,2048.0,1024.0,32.0,512.0,1024.0,256.0,64.0,128.0,0.000576346209944737,10,True,PRUNED
95,0.5516997303712032,2025-11-30 17:40:23.776389,2025-11-30 17:40:24.504355,0 days 00:00:00.727966,relu,0.11995155747262243,64,128.0,2048.0,64.0,512.0,1024.0,512.0,512.0,1024.0,,0.000744181747183092,9,True,PRUNED
96,0.23223330177601584,2025-11-30 17:40:24.504933,2025-11-30 17:41:00.990078,0 days 00:00:36.485145,relu,0.18019263594808882,512,2048.0,2048.0,32.0,32.0,32.0,512.0,256.0,256.0,,0.0005312011728510069,9,True,COMPLETE
97,0.5856010984839812,2025-11-30 17:41:00.990531,2025-11-30 17:41:01.650688,0 days 00:00:00.660157,tanh,0.07909198454499325,512,2048.0,64.0,32.0,1024.0,32.0,128.0,256.0,,,0.000533842697757561,8,True,PRUNED
98,0.6172117656094845,2025-11-30 17:41:01.651619,2025-11-30 17:41:02.376385,0 days 00:00:00.724766,relu,0.17819007266818485,512,2048.0,2048.0,32.0,2048.0,32.0,2048.0,1024.0,256.0,,0.0006514099567380907,9,False,PRUNED
99,0.5281588724747959,2025-11-30 17:41:02.376793,2025-11-30 17:41:03.055228,0 days 00:00:00.678435,relu,0.2692832443515944,512,512.0,2048.0,32.0,32.0,32.0,512.0,128.0,256.0,,0.0005101834765032345,9,True,PRUNED
