number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_units_layer_0,params_hidden_units_layer_1,params_hidden_units_layer_2,params_hidden_units_layer_3,params_hidden_units_layer_4,params_hidden_units_layer_5,params_hidden_units_layer_6,params_hidden_units_layer_7,params_hidden_units_layer_8,params_hidden_units_layer_9,params_lr,params_n_layers,params_use_residual,state
38,0.630372669662829,2025-11-30 19:43:42.438255,2025-11-30 19:43:47.371865,0 days 00:00:04.933610,relu,0.1493871553538199,256,2048.0,256.0,1024.0,1024.0,512.0,1024.0,1024.0,,,0.0007780707942508479,8,True,PRUNED
39,0.7117109118068253,2025-11-30 19:43:47.372302,2025-11-30 19:43:48.952630,0 days 00:00:01.580328,tanh,0.18072360505111798,1024,1024.0,512.0,256.0,,,,,,,0.001084246364878647,4,True,PRUNED
40,0.8500405849400422,2025-11-30 19:43:48.953055,2025-11-30 19:43:51.723758,0 days 00:00:02.770703,leaky_relu,0.11619565781830862,512,1024.0,1024.0,2048.0,256.0,512.0,2048.0,2048.0,256.0,,0.001657330884683584,9,False,PRUNED
41,0.6239623840884222,2025-11-30 19:43:51.724186,2025-11-30 19:43:56.517082,0 days 00:00:04.792896,relu,0.1537491455321159,1024,512.0,512.0,1024.0,256.0,1024.0,2048.0,,,,0.000520822515616531,7,True,PRUNED
42,0.6204682249454575,2025-11-30 19:43:56.517631,2025-11-30 19:44:01.347160,0 days 00:00:04.829529,relu,0.16123889208846667,1024,512.0,512.0,1024.0,256.0,1024.0,2048.0,,,,0.0005210969317272706,7,True,PRUNED
43,0.6047763613010895,2025-11-30 19:44:01.347757,2025-11-30 19:44:07.639276,0 days 00:00:06.291519,relu,0.10013666981725297,1024,512.0,512.0,1024.0,512.0,1024.0,,,,,0.0006057228214949655,6,True,PRUNED
44,0.6709736740604133,2025-11-30 19:44:07.639750,2025-11-30 19:44:10.749852,0 days 00:00:03.110102,relu,0.2020433208747784,2048,512.0,512.0,1024.0,256.0,1024.0,2048.0,512.0,,,0.0005051662646547621,8,True,PRUNED
45,0.6275644215089042,2025-11-30 19:44:10.750508,2025-11-30 19:44:14.922588,0 days 00:00:04.172080,relu,0.1352062096245252,1024,512.0,256.0,1024.0,256.0,256.0,2048.0,,,,0.0007042132758631511,7,True,PRUNED
46,0.8989715422600595,2025-11-30 19:44:14.922987,2025-11-30 19:44:21.188757,0 days 00:00:06.265770,relu,0.23711980549529613,1024,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,256.0,1024.0,2048.0,0.0008771426503311213,10,True,PRUNED
47,0.7283616558589698,2025-11-30 19:44:21.189458,2025-11-30 19:44:22.639655,0 days 00:00:01.450197,tanh,0.1671974000652907,1024,1024.0,,,,,,,,,0.0005744138412089773,2,True,PRUNED
48,0.9952382331905842,2025-11-30 19:44:22.640275,2025-11-30 19:44:24.622244,0 days 00:00:01.981969,relu,0.42083880959856557,256,1024.0,512.0,1024.0,512.0,,,,,,0.0053968988902695515,5,True,PRUNED
49,0.7267317250152365,2025-11-30 19:44:24.622658,2025-11-30 19:44:26.630359,0 days 00:00:02.007701,relu,0.27966572086476316,1024,1024.0,512.0,1024.0,256.0,1024.0,2048.0,,,,0.0006713835016293775,7,False,PRUNED
50,0.7384243024133413,2025-11-30 19:44:26.630889,2025-11-30 19:44:29.652209,0 days 00:00:03.021320,relu,0.4935245282369738,512,512.0,512.0,1024.0,1024.0,512.0,2048.0,1024.0,,,0.0007751252586074981,8,True,PRUNED
51,0.5669989978715796,2025-11-30 19:44:29.652656,2025-11-30 19:44:56.997581,0 days 00:00:27.344925,relu,0.13434932838877195,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,1024.0,,,0.0006027663462394396,8,True,PRUNED
52,0.6245844574202468,2025-11-30 19:44:56.997965,2025-11-30 19:45:04.149228,0 days 00:00:07.151263,relu,0.10012113240887428,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,1024.0,2048.0,,0.0005633381402357416,9,True,PRUNED
53,0.6230006151497822,2025-11-30 19:45:04.149791,2025-11-30 19:45:09.667166,0 days 00:00:05.517375,relu,0.21855455077276337,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,1024.0,,,0.000684387851623235,8,True,PRUNED
54,0.6134958387970242,2025-11-30 19:45:09.667586,2025-11-30 19:45:14.726936,0 days 00:00:05.059350,relu,0.17823666250802722,1024,1024.0,512.0,1024.0,256.0,512.0,256.0,1024.0,2048.0,,0.0005496365264990073,9,True,PRUNED
55,0.566162663664051,2025-11-30 19:45:14.727365,2025-11-30 19:46:48.041565,0 days 00:01:33.314200,relu,0.0676642631564758,1024,1024.0,512.0,512.0,256.0,512.0,,,,,0.00064311610166075,6,True,COMPLETE
56,0.7097574388729355,2025-11-30 19:46:48.042052,2025-11-30 19:46:51.007953,0 days 00:00:02.965901,leaky_relu,0.11611865134265464,1024,1024.0,2048.0,1024.0,256.0,256.0,2048.0,,,,0.0009585203540613297,7,True,PRUNED
57,6.307781959156326,2025-11-30 19:46:51.008371,2025-11-30 19:46:53.739408,0 days 00:00:02.731037,relu,0.1391508089969524,2048,256.0,512.0,1024.0,256.0,2048.0,512.0,1024.0,,,0.003218252095950539,8,True,PRUNED
58,0.6227445633231186,2025-11-30 19:46:53.740120,2025-11-30 19:46:58.406358,0 days 00:00:04.666238,relu,0.2048706476922703,1024,1024.0,1024.0,256.0,2048.0,512.0,1024.0,,,,0.0008382103188064815,7,True,PRUNED
59,0.5822794344632739,2025-11-30 19:46:58.407078,2025-11-30 19:49:17.632162,0 days 00:02:19.225084,relu,0.027821364741912658,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,1024.0,,,0.0005103970375251183,8,True,COMPLETE
60,0.7357420094839034,2025-11-30 19:49:17.632779,2025-11-30 19:49:22.089983,0 days 00:00:04.457204,tanh,0.08481422349222523,1024,2048.0,256.0,2048.0,1024.0,1024.0,2048.0,1024.0,256.0,,0.0007152362735027262,9,True,PRUNED
61,0.6604045899999996,2025-11-30 19:49:22.090678,2025-11-30 19:49:24.738953,0 days 00:00:02.648275,relu,0.12117030164355858,1024,1024.0,512.0,256.0,256.0,512.0,2048.0,1024.0,,,0.0006337712323935957,8,True,PRUNED
62,0.6213414168014729,2025-11-30 19:49:24.739378,2025-11-30 19:49:29.402524,0 days 00:00:04.663146,relu,0.18407354349156485,1024,1024.0,512.0,256.0,256.0,512.0,2048.0,512.0,,,0.0006136797120670341,8,True,PRUNED
63,0.9000006897232629,2025-11-30 19:49:29.403055,2025-11-30 19:49:32.246309,0 days 00:00:02.843254,relu,0.104440455744164,1024,1024.0,512.0,256.0,256.0,512.0,2048.0,1024.0,1024.0,,0.002103470233821549,9,True,PRUNED
64,0.5905938676170785,2025-11-30 19:49:32.246744,2025-11-30 19:49:40.699309,0 days 00:00:08.452565,relu,0.14910818669139056,1024,1024.0,512.0,256.0,256.0,512.0,2048.0,,,,0.0005642444688138778,7,True,PRUNED
65,0.6912461454698089,2025-11-30 19:49:40.699808,2025-11-30 19:49:42.440147,0 days 00:00:01.740339,relu,0.13195842044778686,512,1024.0,512.0,1024.0,256.0,512.0,,,,,0.0007273712813507186,6,False,PRUNED
66,0.6000502777446061,2025-11-30 19:49:42.440538,2025-11-30 19:49:48.779942,0 days 00:00:06.339404,relu,0.16227284070393516,1024,1024.0,512.0,1024.0,256.0,256.0,256.0,2048.0,,,0.0006334025864443431,8,True,PRUNED
67,0.6013682974322608,2025-11-30 19:49:48.780349,2025-11-30 19:51:42.427913,0 days 00:01:53.647564,relu,0.05047545472845352,256,512.0,512.0,512.0,512.0,512.0,512.0,1024.0,512.0,1024.0,0.000555211476328952,10,True,COMPLETE
68,0.723277937946197,2025-11-30 19:51:42.428508,2025-11-30 19:51:44.804785,0 days 00:00:02.376277,leaky_relu,0.190078744041491,1024,256.0,2048.0,256.0,256.0,2048.0,1024.0,,,,0.0011478759404387703,7,True,PRUNED
69,0.6256892852098962,2025-11-30 19:51:44.805206,2025-11-30 19:51:50.886719,0 days 00:00:06.081513,relu,0.22602693623786196,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,1024.0,256.0,,0.0005007346233439607,9,True,PRUNED
70,0.7610479025046586,2025-11-30 19:51:50.887161,2025-11-30 19:51:53.691546,0 days 00:00:02.804385,relu,0.15336059403152194,1024,1024.0,1024.0,1024.0,256.0,512.0,2048.0,512.0,,,0.0013941959963529016,8,True,PRUNED
71,0.676219726684824,2025-11-30 19:51:53.692450,2025-11-30 19:51:56.072835,0 days 00:00:02.380385,relu,0.1728519450062468,1024,1024.0,512.0,1024.0,256.0,512.0,512.0,1024.0,,,0.0009832517151188583,8,True,PRUNED
72,0.6153570845654445,2025-11-30 19:51:56.073267,2025-11-30 19:52:00.330838,0 days 00:00:04.257571,relu,0.12540343535260567,1024,1024.0,512.0,1024.0,256.0,512.0,512.0,,,,0.0008447672499794232,7,True,PRUNED
73,0.7514619843177295,2025-11-30 19:52:00.331208,2025-11-30 19:52:02.987581,0 days 00:00:02.656373,relu,0.24414072045308366,1024,1024.0,512.0,1024.0,256.0,512.0,512.0,256.0,1024.0,,0.001928474689113799,9,True,PRUNED
74,0.6752699184171211,2025-11-30 19:52:02.993113,2025-11-30 19:52:08.108537,0 days 00:00:05.115424,relu,0.20913018574722345,2048,2048.0,512.0,1024.0,2048.0,1024.0,2048.0,1024.0,,,0.0005451094878393867,8,True,PRUNED
75,0.7382899419179055,2025-11-30 19:52:08.109056,2025-11-30 19:52:10.066785,0 days 00:00:01.957729,tanh,0.08544083848592238,1024,1024.0,512.0,1024.0,256.0,512.0,2048.0,,,,0.0006529917427794713,7,False,PRUNED
76,0.6202146994912693,2025-11-30 19:52:10.067328,2025-11-30 19:52:14.590656,0 days 00:00:04.523328,relu,0.112218610168241,1024,512.0,256.0,1024.0,256.0,512.0,512.0,1024.0,,,0.0007362223173877644,8,True,PRUNED
77,0.6612254996963998,2025-11-30 19:52:14.592122,2025-11-30 19:52:18.224833,0 days 00:00:03.632711,relu,0.14482827917340818,512,1024.0,512.0,2048.0,1024.0,512.0,256.0,1024.0,2048.0,,0.0005795519884208695,9,True,PRUNED
78,0.6122554823874894,2025-11-30 19:52:18.225877,2025-11-30 19:52:22.427953,0 days 00:00:04.202076,leaky_relu,0.16539755579132465,1024,1024.0,512.0,1024.0,256.0,1024.0,,,,,0.0005434844321265933,6,True,PRUNED
79,0.7482158678927467,2025-11-30 19:52:22.428393,2025-11-30 19:52:25.006419,0 days 00:00:02.578026,relu,0.1928937448535087,256,512.0,512.0,512.0,512.0,512.0,2048.0,1024.0,,,0.0013179862004694086,8,True,PRUNED
80,0.6618569632040916,2025-11-30 19:52:25.006842,2025-11-30 19:52:27.195438,0 days 00:00:02.188596,relu,0.17412353595432195,1024,1024.0,512.0,256.0,256.0,256.0,2048.0,,,,0.0007902419396969917,7,True,PRUNED
81,0.7219958067090214,2025-11-30 19:52:27.196128,2025-11-30 19:52:30.880478,0 days 00:00:03.684350,relu,0.4365087574629389,2048,1024.0,1024.0,1024.0,512.0,512.0,2048.0,512.0,2048.0,512.0,0.0006710196143752797,10,True,PRUNED
82,0.7168392586744713,2025-11-30 19:52:30.881173,2025-11-30 19:52:33.181208,0 days 00:00:02.300035,relu,0.38423844807446644,2048,1024.0,1024.0,1024.0,,,,,,,0.0005003870414436962,4,True,PRUNED
83,0.6670155528955192,2025-11-30 19:52:33.181748,2025-11-30 19:52:36.579155,0 days 00:00:03.397407,relu,0.3277280566450412,2048,1024.0,1024.0,1024.0,512.0,512.0,2048.0,512.0,2048.0,,0.0005929007009526268,9,True,PRUNED
84,0.7047285217054233,2025-11-30 19:52:36.579589,2025-11-30 19:52:40.134530,0 days 00:00:03.554941,relu,0.4567935111126086,2048,256.0,1024.0,1024.0,512.0,512.0,2048.0,512.0,2048.0,512.0,0.0006462120133447207,10,True,PRUNED
85,0.7504018118249249,2025-11-30 19:52:40.135109,2025-11-30 19:52:42.890734,0 days 00:00:02.755625,relu,0.26835310136117696,1024,1024.0,2048.0,1024.0,256.0,512.0,2048.0,2048.0,,,0.0008989679754957598,8,False,PRUNED
86,0.9232100575800063,2025-11-30 19:52:42.891160,2025-11-30 19:52:45.703816,0 days 00:00:02.812656,relu,0.15430126063758223,1024,1024.0,512.0,1024.0,512.0,2048.0,1024.0,,,,0.002491387060394303,7,True,PRUNED
87,0.7407554892899355,2025-11-30 19:52:45.704371,2025-11-30 19:52:48.003136,0 days 00:00:02.298765,tanh,0.13207588316335164,2048,1024.0,512.0,1024.0,256.0,,,,,,0.0005386258336689451,5,True,PRUNED
88,0.6876002891829548,2025-11-30 19:52:48.003698,2025-11-30 19:52:51.792598,0 days 00:00:03.788900,relu,0.34511453508304357,1024,2048.0,256.0,1024.0,256.0,1024.0,2048.0,256.0,2048.0,,0.0006128708970272548,9,True,PRUNED
89,0.6896389181743509,2025-11-30 19:52:51.793048,2025-11-30 19:52:55.631586,0 days 00:00:03.838538,relu,0.3104934559897187,1024,512.0,1024.0,1024.0,2048.0,512.0,2048.0,1024.0,,,0.0007037503374428357,8,True,PRUNED
90,0.553690653274025,2025-11-30 19:52:55.632035,2025-11-30 19:54:45.391762,0 days 00:01:49.759727,relu,0.10608777794400631,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.0005820218937889687,6,True,COMPLETE
91,0.5457865175578587,2025-11-30 19:54:45.392638,2025-11-30 19:56:26.535582,0 days 00:01:41.142944,relu,0.1096252703612238,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.000585865408307961,6,True,COMPLETE
92,0.6116213283592785,2025-11-30 19:56:26.536300,2025-11-30 19:56:31.590465,0 days 00:00:05.054165,relu,0.12278647690128545,1024,1024.0,512.0,2048.0,256.0,512.0,2048.0,,,,0.0005000886822286844,7,True,PRUNED
93,0.6131854189230074,2025-11-30 19:56:31.591015,2025-11-30 19:56:36.178123,0 days 00:00:04.587108,relu,0.06763577356429183,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.0007521640076265895,6,True,PRUNED
94,0.5503177196016454,2025-11-30 19:56:36.179154,2025-11-30 19:58:27.818945,0 days 00:01:51.639791,relu,0.08997279935720266,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.0005428017589420935,6,True,COMPLETE
95,0.552898991219538,2025-11-30 19:58:27.819594,2025-11-30 20:00:16.455809,0 days 00:01:48.636215,relu,0.0899732106704291,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.0005393045467744602,6,True,COMPLETE
96,0.6109428216879038,2025-11-30 20:00:16.456301,2025-11-30 20:00:20.041835,0 days 00:00:03.585534,relu,0.07773586566122251,1024,1024.0,512.0,2048.0,256.0,,,,,,0.0005937710346027422,5,True,PRUNED
97,0.5525300582894004,2025-11-30 20:00:20.042300,2025-11-30 20:02:12.471294,0 days 00:01:52.428994,leaky_relu,0.0965592587521889,1024,1024.0,512.0,2048.0,256.0,512.0,512.0,,,,0.0006175441707379304,7,True,COMPLETE
98,0.6149982371709359,2025-11-30 20:02:12.471890,2025-11-30 20:02:16.738313,0 days 00:00:04.266423,relu,0.14185551900549756,1024,1024.0,512.0,2048.0,256.0,512.0,,,,,0.0006856255242829446,6,True,PRUNED
99,0.6228791338630907,2025-11-30 20:02:16.738768,2025-11-30 20:02:22.301706,0 days 00:00:05.562938,relu,0.15975522454920335,1024,1024.0,512.0,2048.0,256.0,1024.0,256.0,1024.0,,,0.0005350417944108608,8,True,PRUNED
